,ID,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
891,918889,m,12/9/1993,55.0,state board,2010,70.4,state board,6408,2,B.Tech/B.E.,electronics and communication engineering,61.4,6408,0,Uttar Pradesh,2014,405,495,415,0.649389715,-1,356,-1,-1,-1,233,-1,0.1282,-0.4536,1.3933,0.9066,0.0973,180000
892,752115,m,10/29/1991,89.0,cbse,2008,63.0,cbse,5483,2,B.Tech/B.E.,information technology,75.2,5483,1,West Bengal,2013,675,595,695,0.864685413,525,-1,-1,-1,-1,-1,-1,1.5644,0.7119,-0.6048,-0.995,-0.6692,300000
894,333439,m,9/20/1991,67.0,uttrakhand board,2008,76.0,uttrakhand board,6434,2,B.Tech/B.E.,civil engineering,58.0,6434,0,Uttarakhand,2012,345,525,325,0.371138666,115,366,-1,-1,-1,-1,320,-1.8083,-1.9953,-1.2148,-0.26087,-3.1311,290000
895,933812,m,1/9/1992,69.0,cbse,2010,69.0,cbse,5298,2,B.Tech/B.E.,electronics and electrical engineering,71.0,5298,0,Tamil Nadu,2014,510,475,400,0.298769129,465,-1,-1,-1,356,-1,-1,1.1336,1.0449,0.7785,-2.3895,-0.2859,310000
896,1158194,m,6/16/1992,74.5,state board,2008,65.4,state board,3579,2,MCA,computer application,73.55,3579,0,Uttar Pradesh,2015,405,370,295,0.356536488,455,-1,346,-1,-1,-1,-1,1.4208,0.2124,1.0859,-0.4879,-0.8608,200000
897,359057,m,5/31/1990,89.4,cbse,2008,86.4,cbse,44,2,B.Tech/B.E.,electronics and electrical engineering,72.62,44,0,Uttar Pradesh,2012,485,445,595,0.229481755,-1,266,-1,-1,-1,-1,-1,0.51,0.1498,0.2729,1.8249,0.1864,345000
898,214454,f,8/30/1989,74.6,cbse,2006,68.6,cbse,44,2,B.Tech/B.E.,computer engineering,77.0,44,0,Uttar Pradesh,2012,395,435,575,0.735795709,475,-1,-1,-1,-1,-1,-1,0.2009,-0.2793,-0.4891,1.1199,-0.4455,190000
899,192966,f,8/20/1988,58.0,0,2005,55.0,0,893,2,MCA,computer application,72.0,893,0,Uttar Pradesh,2011,445,395,455,0.635978756,445,-1,-1,-1,-1,-1,-1,-0.2628,0.1888,0.2366,1.2374,0.8183,200000
900,642404,m,7/1/1992,92.0,cbse,2009,90.2,state board,436,1,B.Tech/B.E.,civil engineering,77.78,436,0,Uttarakhand,2013,730,655,780,0.679644641,-1,-1,-1,-1,-1,-1,388,0.8463,0.8784,0.4711,-2.0092,-0.2859,600000
901,416040,m,4/3/1990,80.6,0,2007,67.0,0,53,2,B.Tech/B.E.,information technology,63.19,53,0,Uttar Pradesh,2012,465,435,585,0.765673581,485,-1,-1,-1,-1,-1,-1,0.626,0.0328,1.5428,0.6204,-0.2875,400000
902,1061749,f,3/10/1989,80.0,state board,2007,60.0,state board,3724,2,MCA,computer application,68.0,3724,1,Telangana,2013,430,395,380,0.165633092,305,-1,-1,-1,-1,-1,-1,1.1336,1.2114,1.7007,-0.8682,1.6302,110000
904,215639,m,4/20/1989,81.6,cbse,2007,72.2,cbse,5026,2,B.Tech/B.E.,mechanical engineering,65.0,5026,0,Orissa,2011,665,525,595,0.755375121,345,-1,-1,446,-1,-1,-1,-3.3539,0.5008,-0.1988,0.8848,-0.9194,370000
905,534043,m,8/30/1990,78.0,nagpur,2008,64.0,nagpur,11583,2,B.Tech/B.E.,mechanical engineering,58.0,11583,0,Maharashtra,2013,405,510,470,0.414337426,-1,-1,-1,366,-1,-1,-1,0.3941,0.1888,0.3817,1.0611,0.1864,120000
906,244386,m,10/9/1988,71.0,icse,2007,62.0,cbse,3427,2,B.Tech/B.E.,electronics and communication engineering,70.0,3427,0,Orissa,2011,475,385,545,0.376059587,425,300,-1,-1,-1,393,-1,0.51,-0.4353,-0.344,0.2973,-0.1295,225000
908,318391,f,8/10/1990,83.5,ssc,2008,94.2,ssc,5071,2,B.Tech/B.E.,information technology,88.2,5071,0,Andhra Pradesh,2012,515,475,445,0.670743151,455,-1,-1,-1,-1,-1,-1,0.6646,1.4368,-0.0537,0.88483,0.5024,425000
909,660954,m,8/17/1990,86.0,cbse,2009,61.0,cbse,11473,2,B.Tech/B.E.,electronics and communication engineering,75.0,11473,1,Tamil Nadu,2013,570,470,530,0.124502074,355,233,-1,-1,-1,366,-1,-0.5899,-0.6201,1.3933,-0.3612,0.6721,265000
913,340205,m,4/7/1991,72.0,cbse,2008,67.0,cbse,10932,2,B.Tech/B.E.,electronics and communication engineering,61.8,10932,0,Uttar Pradesh,2013,385,395,525,0.824666401,215,400,-1,-1,-1,340,-1,-0.5719,0.5008,-0.0537,1.11983,1.2528,300000
914,331251,f,12/10/1990,92.0,board of secondary education,2008,94.9,board of intermediate,9769,2,B.Tech/B.E.,computer engineering,76.0,9769,1,Telangana,2012,595,475,684,0.916869961,555,-1,-1,-1,-1,-1,-1,-0.4173,-0.2012,-0.3803,-0.4078,-0.9194,355000
915,265303,f,10/6/1989,94.8,state board,2007,84.09,state board,1263,2,B.Tech/B.E.,computer engineering,72.8,1263,1,Tamil Nadu,2011,415,455,464,0.165633092,305,-1,-1,-1,-1,-1,-1,-1.6538,-1.0593,-1.3599,-0.0552,-1.7093,110000
916,519873,m,4/5/1991,82.24,kseeb,2008,62.5,karnataka pu board,129,2,M.Tech./M.E.,information technology,73.1,129,0,Tamil Nadu,2015,495,345,375,0.415524556,-1,400,-1,-1,-1,233,-1,0.626,0.8128,0.3817,-1.0541,0.3444,150000
917,1043020,m,6/21/1991,87.0,state board,2009,85.0,state board,4680,2,B.Tech/B.E.,electronics and communication engineering,81.0,4680,1,Tamil Nadu,2013,455,485,605,-1.0,-1,-1,-1,-1,-1,-1,-1,0.6696,-0.1334,0.3292,-1.5899,-0.8608,335000
920,1081172,m,9/13/1991,67.0,cbse,2010,58.0,cbse,7814,2,B.Tech/B.E.,information technology,84.0,7814,0,Orissa,2014,560,470,450,0.744758354,285,-1,438,-1,-1,-1,-1,-0.7335,0.3789,0.7785,0.7798,0.8637,145000
921,591412,m,2/3/1991,90.1,cbse,2009,83.6,cbse,527,2,B.Tech/B.E.,electronics and communication engineering,72.0,527,0,Haryana,2013,605,475,515,0.960603252,-1,466,-1,-1,-1,-1,-1,-0.7335,0.5454,-0.9122,0.0192,-0.0943,200000
923,346395,m,8/18/1984,80.64,karnataka secondary education board,2009,64.45,s j polytechnic,316,2,B.Tech/B.E.,electronics and communication engineering,63.66,316,1,Karnataka,2012,605,595,475,0.824666401,365,400,-1,-1,-1,473,-1,1.9011,1.2808,-0.0537,3.3525,0.9763,140000
924,1248570,f,6/5/1993,63.8,"bseb, patna",2010,69.6,"bseb, patna",2285,2,B.Tech/B.E.,electronics and communication engineering,81.0,2285,0,West Bengal,2014,475,460,485,0.338786347,415,292,-1,-1,-1,-1,-1,0.5591,0.7119,0.9322,1.5404,1.0554,225000
926,263961,f,6/2/1988,68.5,0,2005,61.85,0,2513,2,MCA,computer application,75.81,2513,0,Rajasthan,2011,365,355,415,0.670743151,455,-1,-1,-1,-1,-1,-1,-0.2628,-0.5913,-0.0537,-0.0552,0.9763,300000
929,542295,m,6/23/1990,62.1,state board,2008,66.0,state board,350,2,B.Tech/B.E.,electronics and electrical engineering,74.74,350,0,Uttar Pradesh,2013,300,410,430,0.336185066,-1,-1,-1,-1,366,-1,-1,0.9737,-0.2793,-1.5051,-0.349,-0.9194,180000
931,676848,m,3/15/1991,65.5,up board,2007,68.2,up board,547,2,MCA,computer application,83.2,547,0,Madhya Pradesh,2013,440,560,635,0.864685413,525,-1,-1,-1,-1,-1,-1,0.1282,-0.4536,0.3174,1.1601,0.0973,120000
932,425242,m,8/22/1989,71.0,cbse,2007,74.2,cbse,13543,2,B.Tech/B.E.,information technology,61.1,13543,0,Uttar Pradesh,2012,515,485,445,0.190153406,315,-1,-1,-1,-1,-1,-1,-2.4266,-1.8393,-1.2511,-0.6428,-2.9731,180000
934,602267,m,2/18/1991,89.1,state board,2009,97.8,state board,11509,1,B.Tech/B.E.,electronics and communication engineering,85.7,11509,1,Telangana,2013,500,595,870,0.960603252,475,466,-1,-1,-1,-1,-1,-0.4463,-0.2871,-1.2196,1.0333,0.0973,320000
935,836060,m,11/23/1993,80.0,state board,2010,70.0,state board,9699,2,B.Tech/B.E.,electronics and communication engineering,55.0,9699,1,Rajasthan,2014,430,450,385,-1.0,-1,-1,-1,-1,-1,-1,-1,0.1282,-0.1206,0.9322,1.5404,0.0973,145000
936,347313,m,5/4/1991,58.0,up board,2008,65.0,up board,12478,2,B.Tech/B.E.,information technology,69.8,12478,0,Uttar Pradesh,2012,445,385,405,0.704090412,465,-1,-1,-1,-1,-1,-1,1.9011,1.6708,1.4702,-0.2902,0.9763,260000
939,479849,m,12/11/1988,68.0,kalaimagal matriculation higher secondary school,2009,82.0,ks rangasamy institute of technology,4042,2,B.Tech/B.E.,information technology,68.0,4042,0,Tamil Nadu,2012,565,565,365,0.635978756,445,-1,-1,-1,-1,-1,-1,-1.0355,0.5008,-0.1988,-0.0552,0.6603,465000
940,1168885,m,12/8/1990,73.1,state board,2008,74.6,state board,4439,2,B.Tech/B.E.,electronics and communication engineering,68.1,4439,0,Uttar Pradesh,2014,455,480,415,0.943272158,-1,452,-1,-1,-1,-1,-1,-0.8772,-1.1196,-1.2196,-1.3753,-0.2859,180000
944,644828,f,3/11/1992,90.8,state board,2009,88.0,state board,124,2,B.Tech/B.E.,electrical engineering,81.5,124,0,Orissa,2013,395,525,605,0.982057124,-1,-1,-1,-1,606,-1,-1,1.5644,0.5454,-0.2974,-1.3753,1.0554,360000
945,1088625,m,5/7/1990,60.14,state board,2008,60.0,state board,2921,2,B.Tech/B.E.,information technology,77.0,2921,0,West Bengal,2014,455,485,510,0.622642916,435,-1,407,-1,-1,-1,-1,-0.159,0.0459,0.3174,-1.2486,1.0554,275000
946,355786,f,3/29/1991,84.6,ssc,2008,69.5,board of intermediate education,8908,2,B.Tech/B.E.,information technology,63.25,8908,1,Telangana,2012,535,355,395,0.3423149,365,-1,-1,-1,-1,-1,-1,-1.4606,-0.5913,-0.4891,2.2068,-0.1295,120000
948,580697,m,5/27/1991,82.6,cbse,2009,79.8,cbse,8195,1,B.Tech/B.E.,information technology,80.05,8195,1,Delhi,2013,650,605,545,0.916869961,555,-1,-1,-1,-1,-1,-1,-0.0154,-0.2871,-0.2974,-0.4879,-2.0105,450000
949,190981,m,11/18/1989,94.6,icse,2006,83.0,cbse,11157,1,B.Tech/B.E.,computer engineering,84.0,11157,0,Jharkhand,2011,695,625,725,0.995464719,685,-1,-1,-1,-1,-1,-1,-1.1901,0.3448,-1.9405,-0.7603,0.0284,550000
950,325637,f,4/16/1989,74.0,0,2008,61.0,0,252,2,B.Tech/B.E.,computer engineering,65.0,252,1,West Bengal,2012,554,375,475,0.24545566,335,-1,-1,-1,-1,-1,-1,-1.2287,0.6568,-0.6343,-0.26087,-0.1295,400000
952,582410,m,7/4/1990,81.0,cbse,2008,85.0,cbse,8195,1,B.Tech/B.E.,electronics and communication engineering,82.2,8195,1,Delhi,2013,590,570,795,0.538386893,595,333,-1,-1,-1,526,-1,-0.159,0.3789,0.1637,-1.7556,0.2889,350000
955,638324,m,8/10/1989,66.0,state board,2006,68.0,state board,9578,2,MCA,computer application,72.0,9578,0,Uttar Pradesh,2013,285,410,515,0.377551419,375,-1,-1,-1,-1,-1,-1,0.1282,0.2124,1.2396,0.2727,0.6721,180000
957,872171,m,4/11/1992,88.6,icse,2010,83.25,icse,347,2,B.Tech/B.E.,electronics and communication engineering,86.0,347,0,Uttar Pradesh,2014,545,520,620,0.943272158,485,452,376,-1,-1,-1,-1,0.8463,0.3789,-0.2974,-0.8682,0.0973,325000
958,96708,f,8/10/1987,71.0,icse,2005,72.0,icse,5086,2,MCA,computer application,78.0,5086,0,Karnataka,2011,355,375,425,0.735795709,475,-1,-1,-1,-1,-1,-1,1.1283,1.7488,1.9782,-0.1727,0.8183,400000
959,1004939,m,1/28/1991,79.0,icse,2009,71.3,icse,547,2,B.Tech/B.E.,electronics and electrical engineering,69.4,547,0,Madhya Pradesh,2014,560,505,440,0.423951396,-1,-1,-1,-1,388,-1,-1,1.4208,1.0449,0.4711,-2.0092,0.4805,200000
961,794381,m,12/17/1991,89.0,cbse,2010,85.2,cbse,8346,2,B.Tech/B.E.,mechanical engineering,68.76,8346,0,Uttar Pradesh,0,695,655,680,0.755375121,-1,-1,-1,446,-1,-1,-1,1.1336,0.3789,-0.2974,-0.3612,-1.244,325000
962,336785,m,1/15/1991,92.09,matriculation,2008,93.41,state board,3076,2,B.Tech/B.E.,electronics and communication engineering,80.0,3076,0,Tamil Nadu,2012,575,585,475,0.694479328,435,366,-1,-1,-1,-1,-1,0.3555,0.5008,0.2366,-0.17277,-0.2875,365000
963,961030,m,5/4/1991,77.85,state board,2010,64.8,cbse,2037,2,B.Tech/B.E.,electronics and communication engineering,66.6,2037,0,Haryana,2014,450,440,595,0.649389715,-1,356,-1,-1,-1,420,-1,0.8463,0.2124,-0.7585,1.9207,0.6721,180000
964,1274668,m,12/25/1990,78.0,state board,2009,72.0,state board,4319,2,B.Tech/B.E.,electronics and communication engineering,73.4,4319,0,Punjab,2013,490,470,500,0.053160305,395,196,-1,-1,-1,-1,-1,0.4155,0.0459,0.3174,-1.5021,-1.0524,330000
965,33747,f,1/16/1990,77.2,icse,2008,67.4,cbse,375,2,B.Tech/B.E.,electronics and communication engineering,71.7,375,0,Uttar Pradesh,2012,425,445,415,0.538386893,425,333,-1,-1,-1,-1,-1,-1.4992,0.6568,-0.1988,0.6498,-0.1295,390000
966,1242062,m,6/25/1990,68.0,state board,2008,59.0,state board,2791,2,B.Tech/B.E.,mechanical engineering,70.0,2791,0,Uttar Pradesh,2014,430,470,475,0.328746379,-1,-1,-1,346,-1,-1,-1,0.7027,0.7119,0.9322,-0.1076,0.6721,240000
969,955389,f,7/5/1992,80.0,cbse,2010,66.0,cbse,12666,2,B.Tech/B.E.,electronics and communication engineering,60.81,12666,0,Uttar Pradesh,2014,275,485,475,0.338786347,-1,292,-1,-1,-1,366,-1,0.5591,-0.7866,0.1637,-0.2344,0.6721,215000
970,271766,m,7/9/1988,71.0,central board of secondary education,2006,63.3,bihar intermediate education council,3720,2,B.Tech/B.E.,electronics and communication engineering,75.0,3720,0,Madhya Pradesh,2011,655,665,695,0.995265706,605,533,-1,-1,-1,446,-1,0.51,0.1888,-0.6343,-0.5253,-0.1295,600000
972,1044171,f,12/6/1989,89.6,icse,2008,89.75,icse,2065,2,B.Tech/B.E.,electronics and communication engineering,78.0,2065,1,West Bengal,2012,630,540,570,0.605533552,445,-1,-1,-1,-1,356,-1,-0.4463,0.5454,0.01,0.0192,0.4805,190000
973,1087018,m,12/17/1992,78.8,matriculation,2010,76.5,state board,7518,2,B.Tech/B.E.,electronics and electrical engineering,75.9,7518,0,Tamil Nadu,2014,395,425,370,0.423951396,-1,-1,346,-1,388,-1,-1,-0.3027,0.7119,0.01,-0.7415,-1.6273,95000
977,493796,m,9/11/1990,82.0,cbse,2008,91.5,state board,3944,2,B.Tech/B.E.,electronics and communication engineering,81.0,3944,1,Tamil Nadu,2012,625,585,650,0.376059587,555,300,-1,512,-1,286,-1,0.0464,0.0328,-0.7068,-0.1727,-0.2875,600000
978,619949,m,4/5/1991,73.0,cbse,2009,74.0,state board,275,2,B.Tech/B.E.,mechanical engineering,82.0,275,1,Karnataka,2013,615,350,400,0.535862819,-1,-1,-1,393,-1,-1,-1,-0.0154,0.0459,0.3174,0.7798,-0.6692,350000
979,509283,m,5/3/1989,70.67,rbse,2007,67.8,cbse,4948,2,B.Tech/B.E.,computer engineering,69.3,4948,1,Rajasthan,2012,545,665,705,0.901489571,545,-1,-1,-1,-1,-1,-1,0.8578,0.3448,-0.7794,-0.1727,-0.7615,500000
980,676260,m,7/18/1991,81.6,cbse,2009,76.4,cbse,547,2,B.Tech/B.E.,electrical engineering,72.65,547,0,Madhya Pradesh,2013,450,525,720,0.243208657,-1,-1,-1,-1,340,-1,-1,-1.308,0.3789,0.4711,-0.6147,-0.0943,335000
981,58857,m,11/19/1986,70.2,cbse,2004,61.2,cbse,44,2,B.Tech/B.E.,electronics and communication engineering,72.98,44,0,Uttar Pradesh,2010,455,635,655,0.910770164,445,433,-1,-1,-1,-1,-1,-1.4992,0.5008,0.672,-0.9953,-0.1295,400000
982,1231982,m,12/12/1990,89.0,state board,2008,71.0,state board,830,2,B.Tech/B.E.,electronics and communication engineering,65.2,830,1,Tamil Nadu,2013,615,530,465,-1.0,405,-1,500,-1,-1,-1,-1,0.4155,0.8784,0.01,-2.3895,1.0554,180000
983,205703,f,12/20/1988,61.0,0,2006,63.0,0,5508,2,B.Tech/B.E.,electrical engineering,65.0,5508,0,Orissa,2011,465,395,515,0.824666401,355,400,-1,-1,-1,-1,-1,0.51,0.0328,1.3977,0.4148,0.8183,430000
984,103858,m,8/9/1988,87.0,matriculation,2006,76.0,tamilnadu stateboard,519,2,B.Tech/B.E.,computer engineering,71.0,519,1,Tamil Nadu,2010,415,554,405,0.735795709,475,-1,-1,-1,-1,-1,-1,-0.2628,-0.1232,-0.4891,-0.4078,0.3444,300000
986,1139162,m,9/1/1991,63.0,state board,2009,60.0,state board,8700,2,B.Tech/B.E.,electronics and communication engineering,67.8,8700,0,Tamil Nadu,2013,405,555,355,-1.0,325,-1,-1,-1,-1,-1,-1,-0.3027,-0.7866,0.3174,0.1459,-1.6273,230000
989,1251004,f,4/29/1992,73.4,state board,2009,76.2,state board,1213,2,B.Tech/B.E.,electronics and communication engineering,71.0,1213,0,Madhya Pradesh,2013,535,460,270,-1.0,-1,-1,253,-1,-1,-1,-1,1.1336,-0.4536,-1.3733,0.2727,0.8637,200000
991,302031,m,10/15/1988,60.4,cbse,2006,60.0,cbse,75,2,B.Tech/B.E.,electronics and communication engineering,62.0,75,0,Uttar Pradesh,2010,395,425,395,0.655766943,-1,-1,-1,-1,-1,366,-1,-0.2628,0.3448,-0.1988,0.5323,0.6603,270000
992,1039020,m,9/9/1992,79.9,state board,2009,89.4,state board,11090,2,B.Tech/B.E.,electronics and communication engineering,77.15,11090,1,Telangana,2013,385,510,585,-1.0,355,-1,438,-1,-1,-1,-1,-0.159,0.5454,0.4711,-0.1076,0.8637,310000
993,639785,m,11/16/1991,65.8,cbse,2009,76.8,cbse,2812,2,B.Tech/B.E.,electrical engineering,77.5,2812,0,Rajasthan,2013,430,495,470,0.938399137,-1,333,-1,-1,553,-1,-1,0.5591,-0.1206,-2.1418,0.7798,-1.0524,180000
995,510199,m,11/13/1990,79.6,cbse,2008,87.6,cbse,4234,2,B.Tech/B.E.,computer engineering,79.68,4234,0,Uttar Pradesh,2012,580,670,900,0.990008757,655,-1,-1,-1,-1,-1,-1,-1.1901,-0.1232,-0.344,0.1798,-0.2875,770000
996,318959,m,7/21/1991,84.0,"board of secondary education,andhra pradesh",2008,82.0,"board of intermediate education,andhra pradesh",5068,2,B.Tech/B.E.,electronics and communication engineering,77.5,5068,0,Andhra Pradesh,2015,725,435,615,-1.0,-1,-1,-1,-1,-1,-1,-1,0.6646,1.4368,0.2366,-0.29027,0.8973,360000
997,324440,m,4/29/1989,61.0,pune,2009,72.0,diploma(msbte),7164,2,B.Tech/B.E.,computer engineering,55.5,7164,0,Maharashtra,2012,415,345,395,0.670743151,455,-1,-1,-1,-1,-1,-1,0.51,0.0328,-1.0697,-0.6134,-0.4455,210000
999,1262574,m,11/24/1990,59.0,state board,2008,64.0,state board,1759,2,MCA,computer application,84.0,1759,0,Punjab,2014,395,510,250,0.356536488,415,-1,346,-1,-1,-1,-1,-0.3027,-0.6201,0.1637,0.7798,-0.2859,60000
1000,641531,m,5/26/1991,69.6,cbse,2009,74.6,cbse,1622,2,B.Tech/B.E.,information technology,70.85,1622,0,Madhya Pradesh,2013,545,580,720,0.901489571,545,-1,-1,-1,-1,-1,-1,0.1282,-0.6201,-0.1437,0.0192,-0.0943,330000
1001,1242936,m,12/29/1992,89.2,state board,2010,91.33,state board,883,2,B.Tech/B.E.,electronics and electrical engineering,70.0,883,0,Tamil Nadu,2014,325,470,415,0.030565991,375,-1,-1,-1,228,-1,-1,0.7027,-0.4536,-0.1437,-0.7415,-0.6692,105000
1003,416468,m,5/9/1989,79.0,cbse,2007,74.0,cbse,35,1,B.Tech/B.E.,information technology,80.0,35,1,Delhi,2012,535,585,705,0.979521744,625,-1,-1,-1,-1,-1,-1,1.0896,1.2808,-0.1988,-0.4371,0.0284,350000
1004,1105982,m,8/1/1991,89.0,cbse,2010,84.8,cbse,7216,2,B.Tech/B.E.,electronics and communication engineering,73.0,7216,0,Jammu and Kashmir,2014,545,395,415,0.943272158,365,452,-1,-1,-1,-1,-1,1.2772,1.2114,1.2396,-0.4879,-0.6692,350000
1005,339689,f,8/20/1991,75.67,up,2007,74.4,up,11368,2,B.Tech/B.E.,information technology,74.01,11368,0,Uttar Pradesh,2012,385,555,445,0.635978756,445,-1,-1,-1,-1,-1,-1,-1.0355,-0.5913,-1.3599,0.06223,-1.3539,200000
1006,337594,m,11/17/1991,83.82,tamilnadu matriculation board,2008,92.67,tamilnadu higher secondary education board,3076,2,B.Tech/B.E.,information technology,94.5,3076,0,Tamil Nadu,2012,535,595,425,0.942116551,575,-1,-1,-1,-1,-1,-1,0.51,0.9688,0.8171,-1.23027,-0.1295,400000
1007,230702,m,12/27/1987,84.2,0,2006,69.2,0,64,2,B.Tech/B.E.,civil engineering,65.0,64,0,Uttar Pradesh,2011,475,635,595,0.904740692,-1,-1,-1,-1,-1,-1,460,-1.3447,0.0328,-2.3759,-0.9953,0.3444,700000
1009,329900,f,7/22/1990,77.2,ssc,2008,80.3,board of intermidiate,11183,2,B.Tech/B.E.,information technology,63.54,11183,1,Telangana,2012,405,395,365,0.143256541,295,-1,-1,-1,-1,-1,-1,-0.881,-0.2793,-0.1988,-0.0552,-0.5245,360000
1010,263713,m,10/29/1989,73.5,rbse,2007,71.85,rbse,6665,2,B.Tech/B.E.,electronics and communication engineering,65.44,6665,0,Rajasthan,2011,365,495,505,0.694479328,-1,366,315,-1,-1,473,-1,1.2828,0.8128,1.2525,-0.2902,0.8183,180000
1011,472956,m,6/11/1992,64.0,cbse,2010,74.0,cbse,57,2,B.Tech/B.E.,information technology,68.0,57,0,Haryana,2014,485,375,435,0.486747008,345,-1,376,-1,-1,-1,-1,-3.1994,-1.8393,0.0552,0.0623,-0.7615,220000
1012,264334,m,4/8/1985,72.6,cbse,2003,51.0,cbse,2563,2,MCA,computer application,72.0,2563,0,Uttarakhand,2011,535,515,445,0.864685413,525,-1,-1,-1,-1,-1,-1,0.51,0.9688,1.688,-0.9953,1.1343,460000
1013,531726,f,11/15/1992,88.4,ssc,2009,92.9,board of intermediate,492,2,B.Tech/B.E.,electronics and communication engineering,69.37,492,1,Telangana,2013,440,440,545,0.694479328,325,366,-1,-1,-1,393,-1,0.8192,0.6568,0.9623,-0.2902,0.0679,310000
1014,643081,m,2/15/1993,78.4,cbse,2010,69.4,cbse,165,2,B.Tech/B.E.,electronics and communication engineering,69.53,165,1,Rajasthan,2014,590,450,485,0.960603252,-1,466,-1,-1,-1,-1,-1,0.8463,1.2114,0.3174,-0.2344,0.0973,300000
1015,1010732,m,12/30/1991,68.0,cbse,2010,68.0,cbse,11144,2,B.Tech/B.E.,electronics and communication engineering,80.0,11144,0,Madhya Pradesh,2014,440,385,415,0.20739217,-1,260,-1,-1,-1,356,-1,1.1336,0.2124,1.0859,1.5404,1.247,100000
1016,1152563,m,3/16/1993,72.6,cbse,2009,69.4,cbse,13149,2,B.Tech/B.E.,electronics and communication engineering,72.14,13149,0,Maharashtra,2013,650,605,620,0.279258512,475,-1,-1,-1,-1,292,-1,0.8463,0.8784,0.1637,-1.7556,-0.4776,310000
1017,239868,f,5/28/1989,97.12,karnataka secondary education examination board,2007,90.33,department of pre-university education(government of karnataka),1866,2,B.Tech/B.E.,computer engineering,82.84,1866,1,Karnataka,2011,505,555,555,0.864685413,525,-1,-1,-1,-1,-1,-1,0.9737,0.3448,0.672,-0.5253,0.3444,510000
1018,361994,f,6/3/1990,65.0,cbse,2007,61.0,cbse,924,2,B.Tech/B.E.,computer engineering,77.0,924,0,Haryana,2012,435,395,515,0.413838256,385,-1,-1,-1,-1,-1,-1,-1.0355,-0.2012,-0.8157,-0.9953,-0.7615,330000
1020,329829,m,4/7/1991,67.0,ssc,2008,65.0,board of intermediate,11183,2,B.Tech/B.E.,information technology,62.0,11183,1,Telangana,2012,375,355,255,0.190153406,315,-1,-1,-1,-1,-1,-1,-0.1082,-0.9033,-0.0537,0.6498,-1.2354,240000
1021,1266586,m,1/24/1992,82.3,state board,2009,84.2,state board,2899,2,B.Tech/B.E.,electronics and electrical engineering,75.6,2899,0,Telangana,2013,475,425,380,0.684565068,335,-1,-1,-1,452,-1,-1,0.8463,-0.6201,-0.1437,-1.3753,-1.244,100000
1022,467660,f,5/17/1988,81.0,ssc,2008,56.4,board of intermediate education,11849,2,B.Tech/B.E.,computer engineering,65.7,11849,0,Telangana,2012,495,435,375,0.704090412,465,-1,-1,-1,-1,-1,-1,-0.2628,0.1888,-0.4891,0.0623,0.6603,205000
1023,525365,m,6/18/1989,77.65,0,2008,69.45,0,12553,2,B.Tech/B.E.,computer engineering,76.0,12553,0,West Bengal,2012,380,485,530,0.735795709,475,-1,-1,-1,-1,-1,-1,-1.0355,0.1888,-0.4891,1.4297,-0.2875,110000
1025,765483,m,6/7/1992,85.0,state board,2009,81.0,state board,13994,2,B.Tech/B.E.,electronics and electrical engineering,66.0,13994,0,Andhra Pradesh,2013,310,305,415,0.661834476,315,-1,-1,-1,446,-1,-1,1.4208,0.7119,0.9322,0.5262,1.4386,220000
1027,644584,m,1/3/1988,54.0,icse,2006,61.0,state board,12557,2,B.Tech/B.E.,information technology,71.23,12557,0,Uttar Pradesh,2012,640,485,485,0.450876584,395,-1,-1,-1,-1,-1,-1,-0.3027,0.3789,0.6248,1.1601,-0.0943,185000
1028,830982,m,8/22/1992,88.4,cbse,2010,61.8,cbse,8195,1,B.Tech/B.E.,electronics and electrical engineering,75.5,8195,1,Delhi,2014,475,415,415,0.758379883,-1,324,-1,-1,473,-1,-1,-0.8772,1.5444,1.2396,-1.1218,1.247,325000
1029,407736,f,3/18/1990,89.6,karnataka board,2008,80.33,karnataka board secondary education,3801,2,B.Tech/B.E.,computer engineering,9.3,3801,0,Karnataka,2012,535,555,595,0.974396113,615,-1,-1,-1,-1,-1,-1,1.1283,1.4368,-0.7068,-1.7004,0.1864,490000
1031,270455,m,10/9/1988,83.0,mpbse,2006,82.5,mpbse,10387,2,B.Tech/B.E.,computer engineering,69.1,10387,0,Madhya Pradesh,2010,345,545,585,0.843123727,515,-1,-1,-1,-1,-1,-1,-0.7264,-0.2793,0.0914,-0.5253,0.5024,430000
1033,455020,m,12/5/1989,80.0,cbse,2007,71.0,cbse,272,2,B.Tech/B.E.,computer engineering,74.97,272,0,Punjab,2012,525,455,515,0.635978756,445,-1,-1,-1,-1,-1,-1,-3.3539,-0.5523,-2.0131,0.0623,-2.0253,450000
